"Customer_Age","Gender","Education_Level","Marital_Status","Income_Category","Months_Inactive_12_mon","Credit_Limit","Total_Trans_Amt","Total_Trans_Ct"
43,"M","High School","Single","$60K - $80K",3,12254,2129,42
49,"M","Doctorate","Married","$80K - $120K",1,9549,4629,76
40,"M","Graduate","Married","$80K - $120K",1,34516,3193,53
46,"M","Graduate","Single","$80K - $120K",3,1791,3592,46
50,"F","Graduate","Single","Less than $40K",1,7238,2025,36
50,"M","High School","Married","$80K - $120K",2,4514,4107,59
48,"F","Graduate","Married","$40K - $60K",2,9559,4064,70
49,"F","High School","Married","Less than $40K",2,8353,4200,83
45,"M","Graduate","Single","$40K - $60K",3,15578,4449,81
46,"F","Graduate","Married","Less than $40K",2,3504,4439,70
46,"M","College","Single","$60K - $80K",3,2369,3034,51
60,"F","High School","Single","$40K - $60K",5,10882,1861,46
51,"F","Graduate","Single","Less than $40K",3,2469,4351,62
47,"M","High School","Single","$40K - $60K",3,4005,2344,34
39,"F","Graduate","Married","Less than $40K",3,3664,1479,44
40,"M","Graduate","Single","$40K - $60K",2,6033,4505,74
56,"M","High School","Married","$80K - $120K",2,4531,1425,27
37,"M","Doctorate","Single","$80K - $120K",1,34516,2681,55
42,"M","Graduate","Married","$60K - $80K",2,11880,1789,42
42,"M","High School","Married","$80K - $120K",2,24126,3342,52
46,"M","High School","Unknown","$120K +",3,34516,3699,77
28,"M","High School","Single","Less than $40K",3,2295,3366,82
47,"F","Graduate","Married","$40K - $60K",3,5496,1913,34
54,"M","Graduate","Single","$80K - $120K",3,12342,1430,37
55,"F","College","Unknown","Less than $40K",2,1928,2190,30
48,"M","Graduate","Married","$60K - $80K",2,8808,1905,42
43,"F","Graduate","Single","Less than $40K",1,4469,2111,38
51,"M","Doctorate","Married","$80K - $120K",2,8031,3576,77
48,"M","High School","Unknown","$60K - $80K",1,9728,3756,57
47,"F","Doctorate","Married","$40K - $60K",1,4748,3197,70
50,"M","Graduate","Single","$80K - $120K",1,19999,3183,69
47,"F","Graduate","Married","Less than $40K",3,1693,2104,40
48,"F","High School","Single","Less than $40K",3,5483,2051,49
40,"M","Graduate","Married","$60K - $80K",2,15186,1884,33
41,"M","Graduate","Married","$80K - $120K",3,33408,3754,77
43,"F","High School","Married","Less than $40K",2,3125,4422,71
42,"M","Graduate","Single","$60K - $80K",3,2934,2484,55
39,"M","Graduate","Single","$120K +",2,34516,3572,55
50,"F","Doctorate","Single","$40K - $60K",3,5349,2122,46
50,"M","College","Married","$120K +",1,7084,3838,66
47,"M","Doctorate","Single","Less than $40K",1,8896,4252,70
42,"F","High School","Married","Less than $40K",2,6848,4006,82
42,"M","Graduate","Married","$60K - $80K",2,17165,4063,62
45,"M","Graduate","Married","$80K - $120K",3,20274,5274,66
50,"M","Doctorate","Divorced","$60K - $80K",5,19939,3342,76
53,"M","Graduate","Single","$120K +",3,3378,4437,50
64,"M","Graduate","Single","Less than $40K",2,3196,3412,72
45,"M","College","Single","$80K - $120K",3,34516,2534,43
52,"F","High School","Single","Less than $40K",2,7030,3211,69
47,"M","High School","Married","$80K - $120K",2,9410,2178,41
38,"M","Graduate","Single","$120K +",2,34516,1797,35
45,"F","Graduate","Married","Less than $40K",3,4096,3490,66
57,"M","High School","Single","$80K - $120K",3,8026,4072,72
42,"F","Graduate","Single","Less than $40K",2,5596,3896,65
48,"F","Post-Graduate","Married","Less than $40K",3,13991,4100,74
44,"M","Post-Graduate","Married","$40K - $60K",2,11366,3495,70
40,"F","High School","Single","Less than $40K",1,1707,3935,76
42,"F","College","Married","Less than $40K",1,3476,4364,88
44,"M","Graduate","Single","$60K - $80K",3,10534,3456,72
61,"F","Graduate","Single","Less than $40K",2,2721,2088,37
51,"M","Graduate","Single","$80K - $120K",2,10458,3481,51
40,"M","High School","Married","$60K - $80K",3,12544,1758,51
46,"M","Doctorate","Single","$60K - $80K",3,11464,3660,55
50,"M","Graduate","Single","$120K +",2,34516,3874,72
52,"M","High School","Single","$120K +",1,19709,3000,64
42,"M","Graduate","Married","Less than $40K",3,6967,1919,38
47,"M","High School","Married","$80K - $120K",2,23424,3537,73
39,"M","High School","Single","$60K - $80K",2,21718,3492,66
52,"M","High School","Single","$40K - $60K",1,1470,4095,63
39,"M","Graduate","Single","$80K - $120K",1,34516,4256,82
63,"M","Graduate","Single","Less than $40K",2,7936,4247,81
53,"M","College","Single","$60K - $80K",3,14366,3868,66
64,"F","Graduate","Single","Less than $40K",3,6663,4583,78
45,"F","College","Single","$40K - $60K",2,15677,3818,81
41,"M","Graduate","Divorced","$40K - $60K",2,2334,2155,48
52,"F","Graduate","Married","Less than $40K",1,4950,4529,73
57,"M","Graduate","Married","$60K - $80K",1,9037,1627,27
46,"F","College","Single","Less than $40K",2,7616,2006,52
40,"M","Graduate","Married","$40K - $60K",3,18737,4010,76
57,"F","High School","Single","Less than $40K",2,5330,3525,79
52,"M","High School","Single","$120K +",1,19032,1726,42
51,"M","Graduate","Married","$40K - $60K",5,16277,3634,62
42,"M","High School","Single","$60K - $80K",1,9442,3157,63
45,"M","Graduate","Unknown","$80K - $120K",6,2210,2755,53
45,"M","Graduate","Single","$60K - $80K",1,6022,3433,68
55,"M","College","Divorced","$120K +",2,26729,4140,69
63,"M","High School","Single","Less than $40K",3,6102,4527,67
33,"F","Graduate","Divorced","Less than $40K",1,6803,2603,47
46,"M","Graduate","Single","$80K - $120K",1,8101,3226,53
41,"F","Graduate","Married","Less than $40K",1,4632,4306,63
58,"F","Graduate","Single","$40K - $60K",3,1996,3421,55
51,"M","Doctorate","Married","$120K +",1,11600,3488,80
42,"F","Graduate","Single","Less than $40K",2,8464,4227,92
45,"M","Post-Graduate","Married","$80K - $120K",2,29003,1676,36
51,"M","High School","Single","$40K - $60K",3,5000,4077,81
45,"F","Graduate","Divorced","Less than $40K",3,3855,3885,83
36,"M","College","Single","$120K +",3,28200,2507,64
39,"F","Graduate","Single","Less than $40K",3,2310,4343,74
52,"F","High School","Single","Less than $40K",1,1960,3782,64
52,"F","Graduate","Married","Less than $40K",1,3773,4697,75
50,"M","Graduate","Married","$80K - $120K",2,9771,2778,53
43,"M","Post-Graduate","Single","$60K - $80K",3,16037,3048,70
49,"M","High School","Divorced","$40K - $60K",3,14839,1453,26
54,"F","College","Single","$40K - $60K",3,8769,3817,60
44,"M","High School","Married","$60K - $80K",1,2188,4509,67
49,"F","High School","Married","Less than $40K",3,1638,4150,70
45,"M","Graduate","Married","$40K - $60K",3,3538,4123,74
35,"F","Graduate","Single","$40K - $60K",2,2546,4145,75
56,"F","Graduate","Single","Less than $40K",6,5816,3534,73
49,"M","Graduate","Married","$80K - $120K",2,20533,3918,78
58,"M","College","Single","$80K - $120K",3,9890,3497,69
52,"M","Graduate","Married","$80K - $120K",3,30820,3402,75
45,"F","Graduate","Married","Less than $40K",2,6091,3340,60
50,"M","High School","Single","$60K - $80K",2,9690,4620,64
62,"F","Doctorate","Single","$40K - $60K",3,6797,3962,70
44,"F","High School","Married","Less than $40K",3,4985,4222,61
61,"F","Graduate","Divorced","Less than $40K",3,2125,2860,38
47,"F","Doctorate","Married","Less than $40K",2,4012,2962,60
46,"M","High School","Married","$40K - $60K",3,2619,3835,60
40,"F","Graduate","Single","Less than $40K",1,6728,5244,75
46,"M","High School","Single","$60K - $80K",3,7478,4042,79
49,"M","Post-Graduate","Married","$60K - $80K",2,2527,3585,68
40,"M","Graduate","Married","$80K - $120K",2,18584,3504,64
41,"F","Graduate","Married","$40K - $60K",2,9576,2362,49
63,"M","Graduate","Single","$60K - $80K",3,9569,2287,49
32,"M","College","Unknown","$80K - $120K",5,15412,3993,73
55,"M","Graduate","Single","$80K - $120K",3,2663,4317,81
51,"F","Post-Graduate","Married","Less than $40K",3,1438.3,3308,72
52,"M","Doctorate","Married","$60K - $80K",2,5376,4511,74
39,"M","Doctorate","Single","$60K - $80K",1,5341,1955,47
45,"M","Graduate","Single","$60K - $80K",3,9904,1152,28
43,"F","High School","Divorced","Less than $40K",3,7084,2287,44
47,"M","High School","Single","$80K - $120K",2,7498,1676,51
51,"F","High School","Married","$40K - $60K",2,5450,3722,77
44,"M","College","Married","$40K - $60K",3,6111,4155,68
41,"F","Graduate","Married","$40K - $60K",1,1982,3058,58
39,"M","Post-Graduate","Single","$60K - $80K",3,25133,4033,73
46,"M","High School","Single","$120K +",3,5155,3535,57
50,"M","Graduate","Single","$40K - $60K",1,2798,2903,69
32,"M","College","Unknown","Less than $40K",3,3788,3975,65
43,"M","High School","Single","$80K - $120K",2,28262,3855,66
47,"F","High School","Single","Less than $40K",2,2169,3833,64
43,"F","Graduate","Married","Less than $40K",3,3767,3163,60
46,"M","Doctorate","Married","$120K +",2,8989,2309,49
47,"F","Graduate","Married","Less than $40K",5,2838,3493,65
48,"M","Graduate","Unknown","Less than $40K",3,7199,4041,73
44,"F","College","Married","$40K - $60K",1,8495,1950,31
40,"M","High School","Unknown","$80K - $120K",2,34516,2440,54
46,"F","Post-Graduate","Divorced","Less than $40K",1,1752,4864,76
43,"F","College","Single","Less than $40K",3,4204,3799,85
42,"F","Graduate","Single","Less than $40K",3,8017,3042,55
43,"F","Graduate","Married","Less than $40K",3,2778,4007,75
40,"M","High School","Married","$60K - $80K",2,6813,2634,51
40,"F","Doctorate","Single","$40K - $60K",1,2797,3652,64
47,"M","Graduate","Married","$80K - $120K",2,11242,4246,81
50,"F","Graduate","Married","Less than $40K",3,3026,3687,58
37,"F","College","Married","Less than $40K",3,1438.3,4587,58
51,"M","Doctorate","Single","$80K - $120K",3,34516,3435,76
49,"F","Graduate","Married","$40K - $60K",2,12836,2519,53
54,"M","Graduate","Single","$60K - $80K",3,12815,3771,78
44,"M","Graduate","Divorced","$120K +",2,24016,3693,62
49,"F","Graduate","Single","Less than $40K",5,2285,4944,78
48,"M","Post-Graduate","Married","$40K - $60K",3,9617,4247,76
41,"F","High School","Married","Less than $40K",1,2354,4048,61
41,"F","High School","Single","Less than $40K",1,11533,4038,63
59,"M","College","Single","$40K - $60K",2,5042,2897,62
55,"F","Graduate","Married","$40K - $60K",3,1809,2123,44
40,"M","Graduate","Divorced","$60K - $80K",2,8624,2428,53
45,"M","High School","Divorced","$80K - $120K",2,18410,3778,83
44,"M","High School","Single","$80K - $120K",3,34516,3275,67
41,"M","Doctorate","Married","$80K - $120K",3,10130,4002,66
39,"M","College","Married","Less than $40K",2,2283,4571,72
39,"M","High School","Single","$80K - $120K",3,6347,3927,82
44,"M","High School","Unknown","$80K - $120K",2,34516,1891,34
52,"M","Graduate","Divorced","$120K +",2,34516,2100,38
43,"F","High School","Single","$40K - $60K",3,2297,3161,65
51,"M","Graduate","Married","$80K - $120K",3,3458,3409,59
59,"M","High School","Single","$60K - $80K",2,3943,3527,59
35,"M","College","Single","$80K - $120K",3,34516,2655,64
61,"M","Post-Graduate","Single","$60K - $80K",2,11236,4253,80
42,"M","High School","Single","$80K - $120K",1,6380,4119,66
52,"M","High School","Single","$120K +",2,34516,4313,82
35,"F","Graduate","Single","Less than $40K",3,2664,3906,74
40,"M","High School","Married","$60K - $80K",3,5797,2131,33
43,"M","Graduate","Single","$80K - $120K",2,8333,3889,81
41,"F","Post-Graduate","Single","Less than $40K",3,2067,3033,41
38,"F","Graduate","Single","Less than $40K",3,3775,2031,36
46,"F","Graduate","Married","Less than $40K",2,5157,4417,77
61,"M","Post-Graduate","Single","$40K - $60K",3,15939,3982,68
34,"F","High School","Single","Less than $40K",1,5015,3161,77
54,"F","College","Single","Less than $40K",1,2440,3017,53
45,"F","College","Divorced","Less than $40K",1,4948,3711,64
42,"M","Doctorate","Single","$60K - $80K",3,11328,1829,42
51,"F","High School","Married","Less than $40K",3,3183,3988,81
38,"M","Graduate","Married","$60K - $80K",3,1438.3,1651,42
47,"M","High School","Married","$80K - $120K",3,12945,3369,59
51,"M","High School","Single","$60K - $80K",3,2458,3377,54
40,"M","High School","Married","$80K - $120K",3,34516,3644,67
40,"M","Graduate","Married","$40K - $60K",1,6500,4738,82
49,"M","High School","Unknown","$60K - $80K",3,15898,4184,54
54,"F","Post-Graduate","Single","Less than $40K",4,8516,2189,37
50,"F","High School","Married","Less than $40K",2,10062,1964,44
51,"M","Graduate","Married","$60K - $80K",3,9589,3971,66
48,"F","Graduate","Married","Less than $40K",1,3521,3291,65
52,"F","Post-Graduate","Married","Less than $40K",3,1438.3,3464,70
48,"F","Graduate","Married","$40K - $60K",3,18965,3066,69
57,"M","High School","Single","$80K - $120K",1,7976,4082,74
53,"M","Graduate","Single","$120K +",2,10620,3453,68
61,"M","Graduate","Single","$40K - $60K",5,3984,1821,39
65,"M","High School","Single","$40K - $60K",2,2507,3325,67
43,"M","Graduate","Unknown","$40K - $60K",3,7599,4401,71
40,"M","Graduate","Unknown","$120K +",2,31954,4371,82
40,"M","College","Divorced","$60K - $80K",3,19666,3391,54
39,"M","Graduate","Married","$60K - $80K",3,13049,3944,72
45,"F","Post-Graduate","Single","Less than $40K",3,3036,2609,42
48,"M","High School","Married","$60K - $80K",3,16575,3982,77
38,"M","Graduate","Single","$60K - $80K",3,23391,4106,85
48,"F","Graduate","Married","Less than $40K",3,6921,4608,79
47,"M","Graduate","Single","$80K - $120K",1,18026,2760,56
45,"F","Post-Graduate","Divorced","Less than $40K",4,5216,3434,49
48,"M","Graduate","Single","$80K - $120K",1,1536,3816,71
44,"F","Post-Graduate","Married","Less than $40K",3,4453,3239,66
45,"M","Graduate","Married","$120K +",2,34516,3491,64
49,"F","Graduate","Unknown","Less than $40K",2,4389,3598,75
42,"F","Doctorate","Married","Less than $40K",3,1840,4518,72
46,"F","Graduate","Divorced","Less than $40K",1,9013,3819,71
35,"M","High School","Divorced","$40K - $60K",3,5619,2808,72
49,"M","Graduate","Married","$60K - $80K",1,4854,3651,70
62,"F","High School","Unknown","$40K - $60K",5,3807,1739,36
56,"M","Graduate","Single","Less than $40K",2,3057,4449,77
58,"F","High School","Married","Less than $40K",1,1957,4546,78
39,"M","High School","Single","$60K - $80K",1,24534,3505,60
43,"M","Graduate","Single","$120K +",3,33384,2066,46
44,"F","Graduate","Married","Less than $40K",2,2232,3803,68
40,"F","Graduate","Married","Less than $40K",1,7582,4926,85
64,"F","College","Unknown","Less than $40K",1,6167,1648,43
47,"F","Doctorate","Single","$40K - $60K",3,2872,3635,62
64,"M","Graduate","Single","Less than $40K",3,4417,4253,72
52,"F","Graduate","Single","Less than $40K",2,13109,3563,73
65,"M","Graduate","Single","Less than $40K",1,2717,3150,59
52,"M","Graduate","Married","$60K - $80K",3,2628,3608,68
37,"M","High School","Single","$40K - $60K",3,3216,4039,81
53,"F","Graduate","Married","Less than $40K",3,1438.3,1739,44
51,"F","Graduate","Married","Less than $40K",3,1858,3660,72
41,"M","Doctorate","Single","$60K - $80K",3,12420,4422,70
41,"M","Graduate","Single","$60K - $80K",3,2775,2478,52
43,"F","Graduate","Single","Less than $40K",3,2886,2326,50
44,"F","Graduate","Divorced","Less than $40K",3,7065,3758,65
46,"M","Post-Graduate","Married","$60K - $80K",2,11634,4447,74
51,"F","Doctorate","Married","Less than $40K",2,15987,2021,46
38,"F","College","Single","Less than $40K",1,6899,3848,71
50,"M","Graduate","Married","$60K - $80K",1,6508,4254,77
46,"F","Graduate","Unknown","Less than $40K",3,5090,3707,72
47,"M","Graduate","Single","$120K +",4,7015,1799,51
49,"M","High School","Married","$60K - $80K",3,1511,1329,35
37,"M","High School","Single","$60K - $80K",2,21952,4087,70
50,"M","Doctorate","Single","$80K - $120K",1,2826,4488,73
45,"F","High School","Single","Less than $40K",3,1438.3,3749,77
42,"F","Post-Graduate","Single","$40K - $60K",3,5667,2064,42
45,"M","High School","Married","$80K - $120K",2,6366,3258,58
41,"M","Graduate","Married","$60K - $80K",2,2122,4379,45
41,"M","College","Unknown","$80K - $120K",2,14320,4077,77
53,"F","Graduate","Single","Less than $40K",3,5972,3491,65
37,"F","High School","Single","Less than $40K",1,2001,4590,66
46,"F","Graduate","Single","Less than $40K",2,1438.3,4427,85
48,"M","Graduate","Married","$80K - $120K",2,34516,4026,65
48,"M","High School","Married","$40K - $60K",3,4207,3850,75
38,"F","Doctorate","Single","Less than $40K",3,1555,4686,75
44,"M","Graduate","Married","$120K +",2,34516,4795,92
55,"M","College","Single","$80K - $120K",3,6846,1735,35
55,"M","Doctorate","Single","$60K - $80K",3,15221,3848,68
47,"M","High School","Married","$80K - $120K",3,21359,2064,63
56,"F","High School","Single","Less than $40K",2,2923,3861,68
41,"M","Post-Graduate","Married","$40K - $60K",3,16386,3293,66
41,"M","High School","Married","$120K +",3,10816,3221,68
37,"F","High School","Single","Less than $40K",1,2917,4524,67
44,"F","Graduate","Married","Less than $40K",3,2568,3616,85
44,"F","College","Single","Less than $40K",3,4539,2960,67
48,"F","High School","Single","Less than $40K",6,1686,3445,64
41,"M","Graduate","Married","$80K - $120K",3,10239,2149,40
43,"F","Post-Graduate","Unknown","Less than $40K",3,4284,3095,64
42,"F","High School","Married","$40K - $60K",3,4527,2441,37
42,"M","High School","Unknown","$80K - $120K",2,34516,4613,73
47,"M","Post-Graduate","Married","Less than $40K",2,3532,3162,56
43,"F","Graduate","Married","Less than $40K",2,11392,3246,63
49,"M","College","Married","$60K - $80K",3,22036,2139,48
43,"F","Graduate","Married","Less than $40K",3,2772,4739,88
60,"M","High School","Single","$40K - $60K",3,5420,3477,60
38,"F","Post-Graduate","Single","Less than $40K",1,2652,3691,58
51,"M","Doctorate","Single","$40K - $60K",3,6492,4828,78
